Item Title,Abstract,label
"Research on the teaching of ""Internet plus continuing education"" from the perspective of Al","Deep learning in the background of Al technology is increasingly integrated into the education industry. Today, Internet plus continuing education is attacking traditional adult education mode. It integrates the teaching and learning of the line, the teaching and learning, and applies the information technology of artificial intelligence to link the teaching resources, teaching process, organization and implementation of teaching, evaluation and feedback of teaching effect, so as to realize the blended teaching of continuing education. This paper takes the blended teaching practice of related courses as an example, with a view to making new exploration for the teaching research of ""Internet plus continuing education"" under the field of Al.",Artificial Intelligence
Construction of Intelligent Building Design System Based on BIM and AI,"This paper analyzes the function of each subsystem under the overall framework of intelligent building, and puts forward an intelligent building design system based on BIM and artificial intelligence. The system is divided into data layer, model layer and application layer. It uses engineering feature modeling, engineering structure model decomposition, machine learning and other methods to establish a parametric construction project information management model. Then the function and application process of optimization control, dynamic construction management and dynamic construction simulation are optimized. According to the BIM system platform, the information interaction access rights of all participants in the project are determined. Finally, the scheme and implementation promotion strategy are applied to the specific pilot project. The results show that the system can directly reduce the workload and difficulty of intelligent design, and improve the design efficiency and quality.",Artificial Intelligence
Research Trend Analysis of Artificial Intelligence,"Trends analysis of bibliographic libraries in the context of text mining has gained popularity during the recent era. Many fields have been explored to find the trends of research during different periods. The purpose of this study is to provide the essential key phrases in the field of Artificial Intelligence over a selected time spans to show the evolution of researchers interest in this specific area of computer science over a time period. More precisely, for analyzing the trends of the esteemed field, Artificial Intelligence, we scrapped the metadata of research articles published by IEEE between 2010 and 2019 through IEEE Xplore API and created a corpus. The preprocessing is performed, and after that, a phrase mining technique is applied to this data to extract quality key phrases for research trend analysis of different time spans. The results are visualized for readers better understanding. Also, the similarity between our extracted phrases and author given keywords was calculated by us.",Artificial Intelligence
Health Monitoring with Artificial Intelligence,"Health is very important, but many people do not care about health. In developing countries, public awareness of the importance of health is minimal. This is because some people cannot easily consult a doctor about their health problems due to limited time, money, and much more. Time and money can be an obstacle for someone when they want to run routine health checks, especially for someone who has a busy schedule. We have developed an artificial intelligence-based application that can be used by people to accurately check their health from the symptoms provided by the user. People also usually did not have enough time to have a medical check-up in the hospital. What if there is a place where we can find about health problem just by entering symptoms or just scanning an ECG or you can check whether the prescribed medicine is supposed to be used the way you are told to. Such a problem can be solved by using medical chatbot by giving proper guidance regarding healthy living. This application is also designed to be easy to use anywhere and anytime with the hope that public awareness about health will get better.",Artificial Intelligence
Research on Strategy of HS300 Index Based on Random Forest,"With the development of China's economy and the continuous improvement of the stock market, stock investment has gradually become one of the ways for people in financial management. It also attracts non-mathematicians to participate in the prediction of stock prices. Models such as machine learning in artificial intelligence are beginning to be widely used in stock forecasting to predict stock trends. This paper calculated the 11 technical indicators of the HS300 index, and used the Random Forest model to predict the movements. The results showed that the accuracy of the model calculation to 0.82 and the F-score is 0.84. Then, the daily income of the model was integrated. Then annualized return reached 28.1%, and the maximum drawdown was 0.42, which was significantly higher than the index return. The results showed that the Random Forest model adopted in this paper is feasible. With the introduction of more and more machine learning methods, artificial intelligence will be further developed in the field of quantitative investment.",Artificial Intelligence
Processing and Visualization of Medical Data in a Multiuser Environment Using Artificial Intelligence,"New technologies can change the way we process and display medical data, which can fundamentally affect the correct diagnosis and treatment of various diseases. This paper maps the situation of new technologies in medicine, such as virtual reality and ways of using artificial intelligence in the last 6 years and proposes new approaches to the use of these technologies based on the experience gained so far in Slovakia and in the world. We focused mainly on diseases of the central nervous system such as diagnosis and treatment of tumours, Parkinson's disease and stroke related to our projects. In the last part of our case study we will evaluate the experience and results obtained so far in clinical studies in stereotactic radiosurgery operations. We will also evaluate the existing research activities in two hospitals in Slovakia and the possibilities of further research in our projects.",Artificial Intelligence
Intelligent Financial Development Based on Artificial Intelligence,"With the continuous development and progress of artificial intelligence technology, through the investment and financing data, production data and business data to establish a mathematical model, the use of neural network for learning, and thus widely used in financial entity services, financial entity services to achieve the prediction and judgment. In addition, artificial intelligence has excellent performance in preventing and controlling financial risks, which can effectively reduce financial activities such as money laundering and fraud. Therefore, the integration of finance and artificial intelligence can effectively reduce the risk probability, and the advantage of artificial intelligence can also be used to vigorously develop and promote intelligent financial mode.",Artificial Intelligence
Automatic Semantic Analysis Framework of Dickinsons Portfolio based on Character Recognition and Artificial Intelligence,"Automatic semantic analysis framework of the Dickinson's portfolio based on the character recognition and artificial intelligence is designed in this paper. Because of the dynamic nature of the information source and the problem on updating and saving the potentially useful information, where the information is often ambiguous and also sometimes erroneous. Inspired by this, 2 novelties are proposed. (1) Multi search engine integrates multiple search engines and provides a unified search interface. It sends a query to multiple search engines at the same time and the system is optimized for efficiency. (2) After the character image is preprocessed, a series of the closed contour lines with length greater than the certain threshold are obtained. The AI model is used to analyze the information. The experiment results have shown a better performance.",Artificial Intelligence
Development of an Autonomous Agent based on Reinforcement Learning for a Digital Fighting Game,"In this work, an autonomous agent based on reinforcement learning is implemented in a digital fighting game. The implemented agent uses Fusion Architecture for Learning, COgnition, and Navigation (FALCON) and Associative Resonance Map (ARAM) neural networks. The experimental results show that the autonomous agent is able to develop game strategies using the experience acquired in the matches, and achieves a winning rate of up to 90% against an agent with fixed behavior.",Artificial Intelligence
Machine Thinking for Telehealth  Toward the Next Generation of Healthcare,"The revival of artificial intelligence (AI) a few years ago has often been attributed to the success of machine learning (ML), especially the branch of ML known as deep learning (DL). Since the introduction of workable DL, numerous success stories have been widely reported: board games, autonomous driving vehicles, natural language translation, voice recognition, etc. However, for machines to exhibit a high degree of intelligence, they need more than the ability to learn. Indeed, heavy reliance on ML has resulted in widely publicized mishaps that negatively affect people in unexpected ways. For healthcare and other mission-critical applications, intelligent machines need to perform dependably to earn and maintain the trust of human users. To this end, it is necessary to take a holistic view toward AI, one that encompasses multiple facets of what constitutes intelligence. Specifically, this paper previews what thinking machines would be capable of by taking into consideration a machine's ability to abstract and reason, in addition to its ability to learn.",Artificial Intelligence
Teaching Exploration on the Deep Integration of Artificial Intelligence and Information Technology with Online Experiments,"Nowadays, information technology is indispensable to various education levels, as the cutting-edge technology of modern society. Moreover, Artificial intelligence has significantly affected the educational process of colleges and universities, especially for the practical teaching model. Therefore, starting with the online experimental teaching of electronic information majors, a teaching model that integrates artificial intelligence and information technology is proposed to provide references for future adaptive online experimental learning. The model uses a variety of assisted platforms to provide students and teachers with multimedia experimental guidance. Specifically, it fully collects all kinds of big data in the experiment process, and uses a variety of artificial intelligence algorithms to help students and teachers continue to improve experimental teaching. The quantitative results gathered from real online experimental class show that the teaching mode improves the efficiency of the teaching and learning.",Artificial Intelligence
Blockchain Agreement for Self-identification of Online Test Cheating: Improvement of Algorithm Performance,"Due to the recent Coronavirus (COVID-19) outbreak, it is not easy for all schools to catch students irregularities during online classes. Research is conducted based on a transparent Blockchain that prevents such irregularities. We also want to verify the nodes participating in the test using the latest neuron engine and Blockchain technology. Nodes participating in the network for testing are reinforced using safe algorithms. This study also presents these research models and implements the test environment through the cloud environment of AWS (Amazon Web Service), a network environment. Nodes take the P2P environment and serve as online nodes during more real-time testing. The result data are also derived. These experimental environments later validate more node data. In addition, the experiment showed that the similarity and distribution levels were very good, close to ""0,"" and the performance of the Blockchain was about 4,000 TPS, so the actual testable study was conducted. In this paper, we propose artificial intelligence neurons and verification Blockchain consensus algorithms to verify the evaluation of these online environments. In addition, proposals are made to study verification and performance data over a neural network. In the future, many diseases, etc. are expected to cause a paradigm shift in universities and educational institutions.",Artificial Intelligence
Proposal of a computer-reproducible model of consciousness,"In this study, we propose a model of consciousness that can be implemented by computers as a decision-making system based on psychology, with the goal of enabling artificial intelligence to understand human values and ethics and to make flexible and more human-friendly choices and suggestions.",Artificial Intelligence
Technology Applications for Health Safety Decision Making under COVID-19 Pandemic Management,"A lot of new technological applications are emerging to combat the deadly novel coronavirus. This research study gives an overview of different applications that are developed by Government Institutions, Private Firms, and Individual Citizens across the world. The applications are reviewed based on their widespread use, effectiveness, availability to the broader audience, cost to implement it, concerns regarding the privacy and information collected by these apps and systems. The major eight areas of technology applications covered in this study are Contact Tracing, Social Distancing & Mask Detection, Live-feeds based Dashboards, Information Searching, Big Data and Robotics, Web-based Disease Surveillance Tools, Patient-level Information, Doctor-Patient interaction, and Informatory Chatbots. More than 100 apps were collected for this research survey to conclude the different categories in which technology is being used for decision making. This study will be useful for various health administrators, professionals, researchers, and academicians.",Artificial Intelligence
Enhancing Resource Provisioning Across Edge-based Environments,"As more computing operations shift from the cloud to edge environments, the need for reliable and efficient resource allocation becomes inevitable. Unlike the cloud, edge computing environments often are equipped with limited computational capabilities which makes the task allocation process time consuming and challenging. When allocating resources, it is imperative to consider multi-criteria based on a number of factors including task requirements and the availability of existing edge-based computational capabilities. To this extent, we consider the resource allocation process across edge environments as an optimization problem that can be solved using multi-criteria decision analysis methods (MCDA). In this paper, we present an extension to our Edgify dynamic resource provisioning model that incorporates the Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) for enhancing the decision making when provisioning edge-based resources across distributed edge or fog environments. We evaluate our proposed Edgify solution through multiple experiments which demonstrate the effectiveness of our proposed decision-making optimization approach.",Artificial Intelligence
Design of Educational Mobile Robot,"With the development of high and new technologies such as artificial intelligence, the intelligent level of robot is gradually increasing. The robot industry is in urgent need of professional and applied talents. Social development has put forward urgent requirements for the education of robotics. In order to cultivate innovative talents, enhance students' practical ability and promote the intelligent development of robots, an educational mobile robot with multi scene application is designed. Motor control technology, detection and sensing technology, wireless communication technology are used in the system. And it is equipped with hardware design framework based on scene adaptation and modular function library. It can realize path planning, intelligent transportation, visual recognition, wireless control and other functions. It has good openness and scalability. It is helpful to stimulate students' interest in scientific research, to cultivate innovative talents and to promote the further development of high-tech such as artificial intelligence.",Artificial Intelligence
"A Hybrid Artificial Intelligence, Machine Learning, and Control Algorithm Integration Framework for Embedded Systems using Semantic Web Technology","A framework to integrate structurally different artificial intelligence, machine learning, and control algorithms is combined with an execution framework to create a powerful embedded system development platform. Control, decision, or algorithms providing an emulation of intelligent behavior in both declarative (interpreted) and imperative (compiled) paradigms can now be combined, for example Prolog and neural networks, respectively. This hybridization of algorithms provides more efficient overall control of systems in terms of resources such as compute cycles, network bandwidth and throughput, and memory speed and capacity. By providing an execution framework and control software that is native to embedded system and cloud architectures, and supports interactivity and time synchronization, the true utility of cloud computing and ""big data systems"" can be increased.",Artificial Intelligence
Artificial intelligence application to improve the performance of distance learning servers during the coronavirus pandemic threat period,"As of early 2020, almost all countries are fighting the coronavirus pandemic by implementing the rigorous restrictions recommended by the World Health Organisation to help reduce the number of infections as much as possible. The restrictions also apply to members of the academic community. The universities have suspended all teaching activities - except online. Most universities have introduced solutions for distance learning. However, organisation of distance education requires appropriate technological infrastructure. Providing the right IT infrastructure is not an easy challenge, because network devices and network servers note record-breaking peak loads during this time. It seems that there are potentially many possibilities of using artificial intelligence to improve the performance of distance learning platforms, information systems and network infrastructure in this difficult and demanding period. Examples of such use of artificial intelligence applications are presented in this article. The paper shows that the use of artificial intelligence to improve the operation of distance learning servers is potentially possible in many areas. It is also worth noting that the application of artificial neural networks and LSTM neural networks for this purpose seems very promising. The presentation of sample experiments and obtained results in this article seems to confirm this thesis.",Artificial Intelligence
A Study of Satellite Networks and Educational Technologies for Ubiquitous Education,"Indian educational satellite, EDUSAT, launched from GSLV was the world's first dedicated satellite to provide education to rural and urban students through Virtual Classrooms. Around 15 million students across 26 States of India receive education each year. UNESCO's Institute for Statistics (UIS) suggests that, over 68 million trained school teachers will be needed across the world to achieve the objective of Universal Education Goal. To realize this, we require conventional education, as well as Satellite Networks that foster interactive and inexpensive distance education through e-learning. This type of learning process will provide education for all. The Indian educational satellite networks are compared with those of other nations to understand the methodologies to improve literacy. The value addition provided by educational technologies like Artificial Intelligence, Cloud Computing, Big Data, Augmented Reality, Virtual Classroom, etc. in association with satellite networks, is also investigated. In the urban areas and Smart Cities, high tech education is best implemented by using high bandwidth satellite networks in conjunction with high speed terrestrial optical fiber links and modern EdTech. This paper examines the synergistic utilization of educational technologies with ubiquitous connectivity of satellites to provide education to tribal as well as remote hilly regions like the recently created Union Territory of Ladakh. This study gives input to the initiatives of the Ministry of Human Resources Development (MHRD) of the Government of India for the proposed New Education Policy (NEP), which envisages equitable and inclusive education for all.",Artificial Intelligence
Research on Expert System in Power Network Operation Ticket,"This paper realizes the automatic generation system of reversing operation ticket which aiming at the problem of insufficient flexibility and intelligence by expert system technology. By analyzing the characteristics of the power system, the knowledge base and the inference engine which constitute the operation ticket expert system are studied separately to design a knowledge base with a more concise knowledge representation. The Rete algorithm was used in the study of reasoning mechanism, and the design of the operation ticket expert system was completed finally.",Artificial Intelligence
A Data-Driven Learning System Based on Natural Intelligence for an IoT Virtual Assistant,"The ability and functionality of today's learning systems are dependent on configuration and designed for specific use. These systems have strong dependencies on training data and remain static in capability. This translates to commercial IoT sensor management systems that are limited to a set of predefined functions. Although often labeled as or associated with artificial intelligence (AI), these systems lack the behavioral qualities associated with intelligence. Our research details a novel learning system autonomously motivated by its environment, analogously to humans. The algorithmic processes of the system produce behavioral byproducts of intelligence, resulting in an entity capable of tackling general problems of its own interest, contrary to constrained solutions. Because of the system's generic nature, the intelligence produced is limited only by its ability to sense and actuate. The research contributes a system that learns through different interfaces with the same generic algorithms-where language and image processing ability would traditionally be learned in separate modules, our system uses the same algorithms to learn ability with data from both modalities. The proposed framework is showcased through the embodiment of a next-generation intelligent IoT virtual assistant application.",Artificial Intelligence
Blackbox Trojanising of Deep Learning Models: Using Non-Intrusive Network Structure and Binary Alterations,"Recent advancements in Artificial Intelligence namely in Deep Learning has heightened its adoption in many applications. Some are playing important roles to the extent that we are heavily dependent on them for our livelihood. However, as with all technologies, there are vulnerabilities that malicious actors could exploit. A form of exploitation is to turn these technologies, intended for good, to become dual-purposed instruments to support deviant acts like malicious software trojans. As part of proactive defense, researchers are proactively identifying such vulnerabilities so that protective measures could be developed subsequently. This research explores a novel blackbox trojanising approach using a simple network structure modification to any deep learning image classification model that would transform a benign model into a deviant one with a simple manipulation of the weights to induce specific types of errors. Propositions to protect the occurrence of such simple exploits are discussed in this research. This research highlights the importance of providing sufficient safeguards to these models so that the intended good of AI innovation and adoption may be protected.",Artificial Intelligence
A Comprehensive Survey of Machine Learning in Scheduling of Transactions,"As the number of core processors continues to increase, the current main-memory database system architecture becomes more challenging. The performance of the system can be improved if transactions are scheduled effectively, such that it can help avoid conflicts. A supervised or unsupervised machine learning model can be used to schedule the transactions that can estimate the probability of conflict. In this paper, the design of several intelligent transaction scheduling algorithms that are effective in improving the performance of the system are reviewed. The need for machine learning (ML) in database management systems (DBMS) and Transaction Processing Systems implementing online transaction processing (OLTP) has been strongly motivated in this paper. To inspire the need for this, the major focus of this paper is on employing artificial intelligence (AI) in systems to enhance their performance and also incorporate adaptive learning methods like intelligent scheduling or smart concurrency control methods to reduce response-time, handle or remove aborts and increase the throughput.",Artificial Intelligence
Combining Physical Modeling with Artificial Intelligence for Solar Power Forecasting,"Modern renewable energy forecasting systems blend physical models with artificial intelligence (AI). This paper describes such a system being developed for the Shagaya Renewable Energy Park in Kuwait. This Kuwait Renewable Energy Prediction System uses both physical modeling and machine learning to produce forecasts for short-range forecasting (i.e. the next six hours) as well as for forecasts several days out. These systems work together to implement the best of our physical knowledge of atmospheric flow with actual observations at the site of interest. The system include numerical weather prediction, blending models, statistical learning models for short range prediction, and an analog ensemble to complete the forecast and quantify the uncertainty. This description includes a preliminary assessment of how each of these models performs.",Artificial Intelligence
Anomaly Detection to Protect Networks from Advanced Persistent Threats Using Adaptive Resonance AI Concepts,"In this paper, we will improve the Advanced Persistent Threats (APT) attack detection rate accuracy by using an artificial intelligence based anomalous intrusion detection that will be based on unsupervised learning techniques. This system will be mainly network-based with a thin layer running on the host device. We plan to mainly use an unsupervised artificial intelligence technique that utilizes Adaptive Resonance theory that will be paired with a signature-based system that will filter anomalous data and significantly improve detection rates and decrease false positive rates compared to typical anomalous intrusion detection system (IDS). If proven here, this system could be applied to future IDS and can significantly increase overall network security for an organization.",Artificial Intelligence
Injecting Affective Computing into Online Virtual Training Through FPS Games,"The online FPS (First Person Shooter) games are not only widely used in entertainment, but also in serious game scenarios such as military training. In FPS games, AI is usually utilized to build NPC(Non-Player Character) such as imaginary roles of teammates or enemies. In order to provide users with more credible and intelligent AI, thereby enhancing the realism of the simulation, this paper adds affective computing to the artificial intelligence system of the online networked FPS game ""Glorious Mission Online"". First, it improved a hierarchical OCC affective model [1] and integrated it into the original system to drive AI to control the decision-making and behavior of the role through affective factors. Finally, the design and implementation of the prototype system in Unreal Engine are given, and actual user test data are given. The results prove that the system has a good effect on enhancing user experience.",Artificial Intelligence
Towards Engineering Artificial Intelligence-based Applications,"AI technologies such as deep learning provide promising advances in many areas. Using these technologies, enterprises and organizations implement new business models and capabilities. In the beginning, AI-technologies have been deployed in an experimental environment. AI-based applications have been created in an ad-hoc manner and without methodological guidance or engineering approach. Due to the increasing importance of AI-technologies, however, a more structured approach is necessary that enable the methodological engineering of AI-based applications. Therefore, we develop in this paper first steps towards methodological engineering of AI-based applications. First, we identify some important differences between the technological foundations of AI- technologies, in particular deep learning, and traditional information technologies. Then we create a framework that enables to engineer AI-applications using four steps: identification of an AI-application type, sub-type identification, lifecycle phase, and definition of details. The introduced framework considers that AI-applications use an inductive approach to infer knowledge from huge collections and streams of data. It not only enables the rapid development of AI-application but also the efficient sharing of knowledge on AI-applications.",Artificial Intelligence
The Application of Artificial Intelligence in the Evaluation of Linear Thinking Mode of Chinese Piano Music,"Aiming at the problem of poor reliability of traditional thinking mode evaluation methods, the application of artificial intelligence in linear thinking mode evaluation of Chinese piano music was studied. Using artificial intelligence technology to extract the characteristics of Chinese piano music, according to the extracted characteristics to establish the evaluation index system of Chinese piano music linear thinking mode. The analytic hierarchy process (AHP) was used to determine the weight of each evaluation index, and the linear thinking mode was evaluated according to the principle of fuzzy mathematics.",Artificial Intelligence
The Latest Progress of Research on the Social Risks and Regulation of International Artificial Intelligent in Medical Treatment Based on CiteSpace Method,"CiteSpace refers to a kind of citation visual analysis software developed on the basis of scientometrics and data virtualization. To explore the hot spot of social risk and regulation of international artificial intelligent (AI) in medical treatment, this paper retrieves the paper in 2000-2019 by taking the paper core set of Web of Science as the retrieval database and inputting keywords and then reflects the structure, rules and distribution of science and technology knowledge of the retrieved information, through visual means via CiteSpace. By analyzing data from such aspects as the number of publications and citations, ranking of publishing journals, clustering analysis of co-cited literatures and co-occurrence analysis of keywords, this paper brings the following discoveries: there are few research results related to AI + social risk and regulation+medical, EU's leading status in the study of AI ethnics and law, and the scholars' focus in recent years: 1. Some new issues of DNA sequencing technology in terms of laws and ethnics; 2. Personal information privacy at the medical data collection end and AI application end and medical privacy safety; 3. Decision-making of medical robot; 4. The standard application of AI in medical field; 5. Standardization of AI medical device; 6. Nanometer safety. Among all the issues above, the ethnic reorganization of doctor-patient relationship of AI-aided medical treatment triggers extensive concerns.",Artificial Intelligence
Design Optimization of Ultra-Thin Asphalt Pavement on Cement Concrete Bridge Deck based on Artificial Intelligence,"In the design of cement concrete bridge deck ultra-thin layer asphalt pavement, due to the insufficient design of construction method and asphalt preparation ratio, the adhesion and firmness of the bridge deck ultra-thin layer are poor. Therefore, the optimization method of asphalt pavement design based on artificial intelligence is designed. Through the setting of coarse and fine aggregate technology and asphalt index, the preparation process of ultra-thin asphalt on cement concrete bridge deck is completed. Artificial intelligence technology is used to construct a visual finite element model of the ultra-thin asphalt pavement on the bridge deck, and the paving unit is set according to this model. Use asphalt macadam seal bridge deck construction technology to complete the paving process. At this point, the design optimization method of ultra-thin asphalt pavement on cement concrete bridge deck based on artificial intelligence is completed. Constructing the experimental link, through comparison, it can be seen that the adhesion and firmness of the ultra-thin bridge deck designed by this method are better than the other two methods. It can be seen that this method is more effective.",Artificial Intelligence
JAVA Architecture of Chinese Online Guiding Systematic Framework based on Data Mining and Artificial Intelligence,"JAVA architecture of the Chinese online guiding systematic framework based on the data mining and artificial intelligence is designed in this research. The configuration stage of heterogeneous data sources is mainly at the data source layer. The data sources mainly include structured data from admissions systems, educational management systems, learning platforms, and learning spaces, and non-relational data such as the server system logs and external data from the schools. Systematically organize the connection access methods and data structures of these data sources. Inspired by this requirement, we design the data model to enhance the traditional JAVA structure. The data mining model, especially the fuzzy clustering is integrated to then construct the robust framework. The experimental results have proven that the proposed model is efficient.",Artificial Intelligence
Technological and ethical aspects of autonomous driving in a multicultural society,"At the beginning of a new decade, major car manufacturers are heading towards the finish line of the autonomous driving race. Whereby advanced driver assisted systems and electric mobility are already implemented and gaining an ever-increasing market share, autonomous cars are mostly still in the testing and development phase. Are humans ready for full autonomy on the road, or will the society resist the data-driven artificial intelligence approach of driving? This paper contributes to the acceleration of autonomous driving innovation and understanding of the underlying concepts. It will expose, explain, and uncover most technological and ethical aspects around autonomous, driverless cars considering compliance and regulatory affairs, which are inevitably impacting today's and tomorrow's society.",Artificial Intelligence
Machine Learning Opportunities for Automatic Tongue Diagnosis Systems,"Machine Learning approaches and the availability of digital data are favoring the rising of applications in biomedical field. Smartphones and wearable devices are facilitating the acquisition of images and audio files of the population and this is fueling patient-centric approaches as regards to the diagnosis of specific diseases. This trend is desired by the World Health Organization both for a view to monitoring and empowering the population and for encouraging the containment of medical costs. Tongue inspection is a clinical practice of Traditional Chinese Medicine (TCM) that has been existing for thousands of years, and allows to intercept diseases and severity of internal organs. While in the past, the traditional diagnosis of the tongue depended on the observation of the doctor, now the use of automatic computerized diagnosis systems is conceivable. In this paper, we focus on the topics of interest from which to start to prototype mobile solutions for tongue diagnosis based on artificial intelligence.",Artificial Intelligence
Applying Artificial Intelligence to Analyze The Bio-remediation Properties of Prosopis Juliflora: A Review,"Prosopis Juliflora can be applied in the restoration of degraded or barren lands in various areas. It can be used as a phyto re-mediator [1] for fluoride contaminated soil, utilization and production of silver and production of fuel wood, charcoal, pods, dyes and fibres. The nitrogen fixation properties of these trees are an added advantage. Eradication of Prosopis being suggested from some quarters of the world, but overall the evidence shows that the eradication is ineffective, costly and futile option. It is strongly recommended that more efforts must be concentrated on developing Prosopis as a valuable resource and adding value to tree products through application of existing knowledge. This paper summarizes the positive impacts created by Prosopis Juliflora plant and how various artificial intelligence and machine learning techniques can be applied to predict the growth rate of these plants. If proper methods are applied then, this plant can be a useful resource for the environment.",Artificial Intelligence
Estimation of Energy Performance Classes of Concrete Structures with Artificial Intelligence Models,"The construction sector is one of the sectors that make energy efficiency a must. In almost every field related to the construction sector, there is a need for studies in which high performance can be achieved by including artificial intelligence in energy. In this study, energy class models, which are an area of artificial intelligence, which show the efficiency level of energy systems that determine the energy performance of buildings, are examined.",Artificial Intelligence
CPSoSaware: Cross-Layer Cognitive Optimization Tools & Methods for the Lifecycle Support of Dependable CPSoS,"Cyber-physical Systems of Systems (CPSoS) are large complex systems where physical elements interact with and are controlled by a large number of distributed and networked computing elements as well as human users. Their increasingly stringent demands on efficient use of resources, high service and product quality levels and, of course low cost and competitiveness on the world market introduce big challenges related to the design operation continuum of dependable connected CPSs. The CPSoSaware project aims at developing the models and software tools to allocate computational power/resources to the CPS end devices and autonomously determining what cyber-physical processes will be handled by the devices' heterogeneous components (CPUs, GPUs, FPGA fabric, software stacks). The project relies on Artificial Intelligence (AI) support to strengthen reliability, fault tolerance and security at system level and also to lead to CPS designs that work in a decentralized way, collaboratively, in an equilibrium, by sharing tasks and data with minimal central intervention. The CPSoSaware system will interact with the human users/operators through extended reality visual and touchable interfaces increasing situational awareness. The CPSoSaware system will be evaluated: i) in the automotive sector, in mixed traffic environments with semi-autonomous connected vehicles and ii) in the manufacturing industry where inspection and repair scenarios are employed using collaborative robots.",Artificial Intelligence
Complexity and Collective Intelligence on Demand for a Sustainable Future,"Undoubtedly, we shall be grateful we are immersed in a knowledge society. However, easy access to data, information, and knowledge does not lead to better or wiser decisions. Instead of learning new things to improve our life quality, most of us live in a frightening environment, with some trying to deny the value of new knowledge. Scientific methods need to become much more accessible to everybody, starting from an early age. The methods of Complex systems and Collective Intelligence must be systematized to be accessible for everyday personal decisions.",Artificial Intelligence
A Survey of the Development of Artificial Intelligence Technology,"Artificial intelligence technology is currently a hot spot for research and application, and the new cross-technology formed by artificial intelligence and multiple technologies has been widely used in Internet, finance, security and other industries. This paper first introduces the development of artificial intelligence, and then analyzes the key technologies of artificial intelligence, including computer vision, machine learning, natural language processing, human-computer exchange, virtual reality, biometric recognition, etc. Finally, the development trend of artificial intelligence technology is described.",Artificial Intelligence
Research on Network Attack and Defense Based on Artificial Intelligence Technology,"This paper combines the common ideas and methods in offensive and defensive confrontation in recent years, and uses artificial intelligence technology-based network asset automatic mining technology and artificial intelligence technology-based vulnerability automatic exploitation technology, carries out research and specific practices in discovering and using system vulnerability based on artificial intelligence technology, designs and implemented automatic binary vulnerability discovering and exploitation system, which improves improves the efficiency and success rate of vulnerability discovering and exploitation.",Artificial Intelligence
Analysis of the Construction of College English Ecological Teaching Model in The Age of Artificial Intelligence,"In the era of rapid development of artificial intelligence, it has brought new opportunities and challenges to the college English teaching model. Artificial intelligence has a very important role in many aspects of teaching. It can not only analyze the differences between language learners among individuals but also tailor suitable learning programs for students to become intelligent. Relying on artificial intelligence data increases the diversity of college English teaching, and further improves the quality, and enables better development in language teaching.",Artificial Intelligence
Technological characteristics and organizational innovation: examining as genotypes and phenotypes,"Organizations to remain competitive expand their product portfolio, enter new markets, and/or consolidate their market position. To achieve competitiveness, they use their traits (genotypes), expand their internal resources or the existing elements and components (phenotypes) with new elements and components i.e. innovation. Another aspect of competitiveness is the genotypes need to assist their innovations (or phenotypes) to cumulate as stable designs in their services/products (phenotypes). The extent to which organizations combine their generalist and specialist phenotypes decides the characteristics of its phenotypes, thereby, their competitiveness or height in the fitness landscape. Organizations acquire phenotypes (products or organizations) but their genotypes decide the extent to which the acquired phenotypes assist them in increasing their height in the fitness landscape. As organizations expand phenotypes it requires combining genotypes that assist both short-term aspects, economic and financial, and the long-term aspects such as equilibrium with natural and built environments. In fast-changing systems such as IT, organizations face considerable challenges in developing phenotypes by combining short-term and long-term genotypes. By selecting an IT organization and examining the extent to which phenotypes and genotypes increase its height in the fitness landscape, we can contribute to the existing body of knowledge on sustainable development, especially for fast-changing systems.",Artificial Intelligence
Artificial Intelligence-based E-commerce Platform based on SaaS and Neural Networks,"Artificial intelligence-based E-commerce platform based on SaaS and neural networks is designed in this paper. With the rapid development of the internet and the rapid development of e-commerce, corporate information systems have become more and more complex, and new requirements have been imposed on corporate management and business models. Inspired by this, the paper proposes the novel perspectives. We have the following novelties. (1) Characteristics of multi-tenancy in SaaS software making it difficult to describe SaaS software, we define the optimal solution. (2) The maximum entropy model does not rely on independence assumption, and can perform parameter smoothing, we find the optimal using methodology. (3) BI's core technology is the basic data warehouse, database construction period and it should be analyzed, we test on the different databases.",Artificial Intelligence
